AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
49020,"Winchester, VA-WV",4,VA,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,580",1.4,23.108,1.09,,,44.15,"91,830",0.5,32.08,39.21,43.88,48.78,61.21,"66,720","81,550","91,280","101,450","127,310",,
49180,"Winston-Salem, NC",4,NC,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"8,950",0.7,32.726,1.54,,,42.11,"87,590",0.2,33.20,35.86,40.51,48.32,52.08,"69,050","74,590","84,270","100,510","108,320",,
49340,"Worcester, MA",4,MA,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"9,730",1.8,27.636,1.30,,,52.69,"109,590",0.6,36.12,41.40,49.76,65.08,73.05,"75,130","86,120","103,490","135,360","151,940",,
49420,"Yakima, WA",4,WA,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,480",2.6,15.016,0.71,,,51.84,"107,830",0.4,39.29,45.50,47.23,61.72,74.12,"81,730","94,640","98,240","128,370","154,180",,
49620,"York-Hanover, PA",4,PA,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"3,700",2.9,20.225,0.95,,,42.96,"89,350",1.7,32.48,37.31,41.25,47.58,53.02,"67,560","77,600","85,800","98,970","110,290",,
49660,"Youngstown-Warren, OH",4,OH,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"4,060",2.1,25.328,1.19,,,37.42,"77,840",0.8,30.04,35.28,36.47,40.00,45.27,"62,480","73,380","75,850","83,200","94,160",,
49700,"Yuba City, CA",4,CA,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,070",1.6,21.107,0.99,,,70.42,"146,470",1.1,46.37,62.04,69.34,82.79,82.79,"96,450","129,050","144,220","172,200","172,200",,
49740,"Yuma, AZ",4,AZ,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,710",4.2,24.801,1.17,,,40.70,"84,650",0.9,27.93,35.55,44.23,46.09,46.82,"58,100","73,940","92,010","95,870","97,390",,
14500,"Boulder, CO",4,CO,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"3,140",2.3,16.039,0.75,,,48.99,"101,900",1.2,32.25,40.76,47.85,50.96,62.35,"67,080","84,770","99,530","105,990","129,680",,
17820,"Colorado Springs, CO",4,CO,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"7,290",2.0,22.862,1.07,,,43.72,"90,930",0.7,35.38,38.19,42.89,47.79,51.95,"73,590","79,440","89,210","99,410","108,060",,
19740,"Denver-Aurora-Centennial, CO",4,CO,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"29,570",1.8,18.271,0.86,,,46.57,"96,860",0.5,37.12,39.32,47.36,50.92,59.71,"77,210","81,790","98,500","105,920","124,200",,
22660,"Fort Collins-Loveland, CO",4,CO,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"4,470",1.2,25.446,1.20,,,45.55,"94,740",0.4,38.28,40.50,46.44,50.18,50.18,"79,630","84,250","96,600","104,370","104,370",,
24300,"Grand Junction, CO",4,CO,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,840",2.3,27.568,1.30,,,45.52,"94,670",0.4,37.91,37.96,44.36,49.26,57.24,"78,840","78,970","92,280","102,450","119,060",,
24540,"Greeley, CO",4,CO,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,020",3.5,8.865,0.42,,,45.16,"93,940",0.6,35.40,41.12,42.57,51.96,51.96,"73,630","85,540","88,550","108,070","108,070",,
39380,"Pueblo, CO",4,CO,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,910",2.1,30.541,1.43,,,43.41,"90,290",0.4,35.47,37.70,42.08,51.39,51.70,"73,790","78,420","87,520","106,890","107,540",,
0200006,Alaska nonmetropolitan area,6,AK,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,21.5,0.485,0.32,,,37.43,"77,860",6.9,19.60,24.04,34.42,49.07,64.67,"40,760","50,010","71,590","102,070","134,510",,
0400001,Arizona nonmetropolitan area,6,AZ,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,6.4,0.540,0.36,,,42.08,"87,520",2.1,30.43,37.68,37.68,44.41,60.27,"63,300","78,370","78,370","92,370","125,370",,
0600003,North Coast Region of California nonmetropolitan area,6,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,23.1,0.277,0.18,,,*,*,*,*,*,*,*,*,*,*,*,*,*,,
0600007,North Valley-Northern Mountains Region of California nonmetropolitan area,6,CA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,20.3,0.400,0.26,,,51.92,"108,000",21.3,27.82,34.60,40.72,61.33,107.54,"57,870","71,970","84,690","127,560","223,680",,
1200006,North Florida nonmetropolitan area,6,FL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,20.2,0.426,0.28,,,40.14,"83,500",7.7,28.99,31.26,40.23,46.92,61.87,"60,310","65,010","83,680","97,600","128,690",,
1300001,North Georgia nonmetropolitan area,6,GA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,13.3,0.328,0.22,,,39.55,"82,270",4.1,23.31,28.99,40.67,48.46,59.47,"48,490","60,300","84,600","100,810","123,690",,
1300002,Middle Georgia nonmetropolitan area,6,GA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,24.7,0.453,0.30,,,42.02,"87,400",3.9,22.32,31.25,39.21,51.73,65.34,"46,430","64,990","81,550","107,590","135,900",,
1300004,South Georgia nonmetropolitan area,6,GA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,14.7,0.346,0.23,,,36.64,"76,210",8.7,20.34,21.63,34.04,45.18,60.26,"42,300","44,990","70,810","93,960","125,340",,
1700001,Northwest Illinois nonmetropolitan area,6,IL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,13.3,0.234,0.15,,,47.07,"97,910",6.4,27.47,33.42,40.02,60.13,77.56,"57,140","69,510","83,230","125,070","161,330",,
1700002,West Central Illinois nonmetropolitan area,6,IL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,9.8,0.319,0.21,,,42.49,"88,370",4.4,27.72,31.34,36.62,46.55,66.59,"57,670","65,180","76,180","96,810","138,510",,
1700003,East Central Illinois nonmetropolitan area,6,IL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,9.1,0.306,0.20,,,44.36,"92,270",3.1,30.22,31.82,40.02,56.27,63.88,"62,860","66,190","83,230","117,040","132,870",,
1700004,South Illinois nonmetropolitan area,6,IL,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,14.7,0.265,0.18,,,41.02,"85,310",5.7,26.22,30.94,37.99,49.96,66.47,"54,530","64,340","79,020","103,910","138,260",,
1800001,Northern Indiana nonmetropolitan area,6,IN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,7.5,0.370,0.24,,,41.39,"86,100",3.0,23.27,28.14,37.94,46.73,58.91,"48,400","58,530","78,900","97,200","122,530",,
1800002,Central Indiana nonmetropolitan area,6,IN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,8.4,0.329,0.22,,,35.00,"72,810",7.8,21.18,23.31,30.15,43.78,57.61,"44,040","48,490","62,710","91,050","119,820",,
1800003,Southern Indiana nonmetropolitan area,6,IN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,7.4,0.331,0.22,,,40.86,"84,990",2.5,20.66,29.18,37.47,51.51,60.47,"42,960","60,700","77,930","107,130","125,790",,
1900001,Northeast Iowa nonmetropolitan area,6,IA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,14.4,0.467,0.31,,,40.34,"83,910",9.0,22.37,26.58,38.93,49.90,65.96,"46,520","55,290","80,980","103,800","137,190",,
1900002,Northwest Iowa nonmetropolitan area,6,IA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,11.5,0.322,0.21,,,40.08,"83,370",6.7,21.77,28.03,36.35,49.97,65.96,"45,290","58,300","75,610","103,930","137,190",,
1900004,Southeast Iowa nonmetropolitan area,6,IA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,130,9.0,0.657,0.43,,,40.47,"84,180",9.1,22.67,29.42,37.97,47.80,61.84,"47,160","61,200","78,970","99,430","128,620",,
2100001,West Kentucky nonmetropolitan area,6,KY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,23.7,0.399,0.26,,,40.41,"84,040",4.2,23.81,31.50,35.49,49.63,70.07,"49,530","65,520","73,820","103,230","145,740",,
2100002,South Central Kentucky nonmetropolitan area,6,KY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,40.3,0.240,0.16,,,40.88,"85,030",14.3,20.96,26.18,37.03,46.87,76.77,"43,590","54,460","77,030","97,490","159,690",,
2100003,Central Kentucky nonmetropolitan area,6,KY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,200,33.1,1.142,0.75,,,45.05,"93,710",8.6,29.08,38.61,48.00,57.29,60.13,"60,490","80,300","99,840","119,170","125,070",,
2100004,East Kentucky nonmetropolitan area,6,KY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,30.7,0.484,0.32,,,37.37,"77,730",8.4,22.79,23.12,38.61,48.00,57.29,"47,400","48,080","80,310","99,840","119,170",,
2300001,Northeast Maine nonmetropolitan area,6,ME,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,19.3,0.660,0.44,,,40.94,"85,160",7.2,24.06,28.55,39.73,61.19,61.19,"50,050","59,390","82,640","127,280","127,280",,
2300002,Southwest Maine nonmetropolitan area,6,ME,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,140,23.8,0.994,0.66,,,48.78,"101,470",5.0,27.12,31.85,39.06,56.81,105.76,"56,400","66,240","81,250","118,170","219,990",,
2600001,Upper Peninsula of Michigan nonmetropolitan area,6,MI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,10.1,0.565,0.37,,,38.84,"80,790",3.2,22.32,26.16,35.82,50.68,55.24,"46,430","54,410","74,500","105,400","114,890",,
2600002,Northern Michigan nonmetropolitan area,6,MI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,10.0,0.342,0.23,,,41.96,"87,270",9.3,21.83,30.09,36.75,50.88,67.37,"45,400","62,590","76,440","105,840","140,130",,
2600003,Mid Michigan nonmetropolitan area,6,MI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,6.7,0.547,0.36,,,40.95,"85,180",3.0,22.50,28.13,38.49,47.80,59.10,"46,800","58,520","80,050","99,430","122,920",,
2600004,Southern Michigan nonmetropolitan area,6,MI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,100,6.0,0.740,0.49,,,43.07,"89,580",3.2,26.50,33.05,38.80,50.68,61.43,"55,130","68,730","80,710","105,400","127,780",,
2700001,Northwest Minnesota nonmetropolitan area,6,MN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,17.4,0.190,0.13,,,58.17,"120,990",5.0,33.63,42.79,56.28,73.12,84.64,"69,950","89,010","117,060","152,090","176,050",,
2700004,Southeast Minnesota nonmetropolitan area,6,MN,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,10.8,0.340,0.22,,,57.17,"118,910",2.1,31.96,44.25,56.70,68.36,81.03,"66,470","92,030","117,940","142,190","168,540",,
2800006,Upper East Mississippi nonmetropolitan area,6,MS,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,23.9,0.316,0.21,,,31.86,"66,260",10.5,16.06,16.06,24.93,36.69,53.21,"33,400","33,400","51,850","76,320","110,690",,
2900002,North Missouri nonmetropolitan area,6,MO,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,29.3,0.460,0.30,,,32.95,"68,530",5.7,19.64,24.66,30.64,38.06,47.31,"40,850","51,280","63,720","79,150","98,410",,
2900003,Southeast Missouri nonmetropolitan area,6,MO,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,11.2,0.326,0.22,,,38.91,"80,930",4.9,26.52,29.99,37.42,43.47,52.14,"55,170","62,390","77,830","90,410","108,460",,
3100003,Northeast Nebraska nonmetropolitan area,6,NE,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,22.3,0.478,0.32,,,43.87,"91,240",1.4,31.55,36.64,41.04,48.42,72.20,"65,610","76,210","85,370","100,720","150,180",,
3100006,South Nebraska nonmetropolitan area,6,NE,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,14.3,0.428,0.28,,,44.30,"92,140",2.5,29.66,36.44,42.08,49.06,60.26,"61,700","75,800","87,520","102,040","125,340",,
3200006,Balance of Nevada nonmetropolitan area,6,NV,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,13.0,0.544,0.36,,,47.78,"99,380",4.3,25.74,31.40,46.13,66.80,67.07,"53,540","65,310","95,960","138,930","139,500",,
3300001,Northern New Hampshire nonmetropolitan area,6,NH,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,12.6,0.588,0.39,,,40.20,"83,610",7.1,25.85,30.77,37.95,49.50,52.22,"53,770","63,990","78,940","102,970","108,610",,
3300002,Central New Hampshire nonmetropolitan area,6,NH,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,19.7,0.780,0.52,,,51.11,"106,310",3.8,31.34,41.16,47.58,62.07,80.12,"65,190","85,610","98,970","129,110","166,650",,
3300006,Southwestern New Hampshire nonmetropolitan area,6,NH,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,7.0,1.249,0.82,,,42.14,"87,640",2.6,31.03,33.47,39.82,49.56,52.41,"64,550","69,620","82,830","103,080","109,010",,
3500007,Eastern New Mexico nonmetropolitan area,6,NM,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,25.3,0.370,0.24,,,35.10,"73,000",3.8,18.84,21.17,34.49,45.33,64.70,"39,190","44,030","71,740","94,280","134,570",,
3600001,Capital/Northern New York nonmetropolitan area,6,NY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,6.4,0.503,0.33,,,43.33,"90,130",8.9,26.03,33.42,41.79,49.09,63.64,"54,140","69,510","86,930","102,110","132,370",,
3600004,Southwest New York nonmetropolitan area,6,NY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,14.2,0.459,0.30,,,44.61,"92,790",5.3,23.55,29.20,38.59,52.15,72.08,"48,990","60,730","80,260","108,470","149,930",,
3600006,Central East New York nonmetropolitan area,6,NY,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,10.1,0.533,0.35,,,50.31,"104,650",3.0,23.92,31.84,46.31,62.94,86.97,"49,760","66,220","96,330","130,920","180,900",,
3700001,Eastern North Carolina nonmetropolitan area,6,NC,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,16.0,0.319,0.21,,,46.19,"96,080",9.9,22.24,26.60,40.36,61.27,76.53,"46,260","55,320","83,950","127,450","159,190",,
3700002,Central North Carolina nonmetropolitan area,6,NC,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,130,22.6,0.531,0.35,,,55.27,"114,970",12.4,23.90,30.49,45.09,59.55,92.43,"49,710","63,410","93,790","123,870","192,260",,
3700003,Western North Carolina nonmetropolitan area,6,NC,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,13.1,0.364,0.24,,,46.80,"97,340",9.8,23.73,31.11,44.58,61.27,66.76,"49,350","64,720","92,730","127,450","138,870",,
3900001,West Northwestern Ohio nonmetropolitan area,6,OH,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,13.3,0.348,0.23,,,48.40,"100,670",2.6,26.32,35.43,46.29,57.96,71.97,"54,750","73,690","96,280","120,570","149,700",,
3900002,North Northeastern Ohio nonmetropolitan area (noncontiguous),6,OH,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,8.9,0.298,0.20,,,42.23,"87,840",6.3,21.03,27.41,36.94,60.23,68.93,"43,750","57,000","76,840","125,280","143,370",,
3900004,Southern Ohio nonmetropolitan area,6,OH,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,13.9,0.266,0.18,,,38.22,"79,490",3.5,22.65,26.18,37.92,42.98,59.10,"47,110","54,460","78,870","89,390","122,930",,
4000001,Northeast Oklahoma nonmetropolitan area,6,OK,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,200,37.6,1.680,1.11,,,39.15,"81,430",13.2,31.97,31.97,31.97,41.60,61.15,"66,500","66,500","66,500","86,530","127,200",,
4000002,Northwest Oklahoma nonmetropolitan area,6,OK,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,8.6,0.796,0.53,,,40.85,"84,970",5.0,23.45,28.39,36.38,51.88,64.63,"48,780","59,050","75,670","107,900","134,430",,
4000003,Southwest Oklahoma nonmetropolitan area,6,OK,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,21.3,0.644,0.43,,,47.64,"99,080",7.1,15.54,31.86,44.92,64.20,78.80,"32,330","66,260","93,440","133,530","163,900",,
4000004,Southeast Oklahoma nonmetropolitan area,6,OK,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,29.7,0.471,0.31,,,40.48,"84,190",6.0,23.45,27.36,35.53,48.67,64.63,"48,780","56,920","73,900","101,240","134,440",,
4100008,Eastern Oregon nonmetropolitan area,6,OR,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,15.4,0.423,0.28,,,50.66,"105,380",6.7,28.39,39.61,46.22,57.26,79.14,"59,050","82,390","96,130","119,090","164,610",,
4200001,Northwestern Pennsylvania nonmetropolitan area,6,PA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,19.4,0.436,0.29,,,40.47,"84,180",6.3,22.00,28.26,35.05,49.70,60.76,"45,760","58,780","72,900","103,370","126,380",,
4200002,Northeastern Pennsylvania nonmetropolitan area,6,PA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,12.6,0.601,0.40,,,46.49,"96,690",3.7,29.39,33.43,44.71,59.12,63.79,"61,120","69,530","93,000","122,970","132,690",,
4200003,Central Pennsylvania nonmetropolitan area,6,PA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,120,8.2,0.664,0.44,,,48.34,"100,550",2.9,28.71,35.05,45.28,59.29,75.66,"59,710","72,900","94,190","123,320","157,370",,
4200004,Southwestern Pennsylvania nonmetropolitan area,6,PA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,18.7,0.452,0.30,,,39.89,"82,960",5.2,24.21,28.82,37.58,49.75,60.02,"50,350","59,950","78,160","103,470","124,850",,
4500003,Northwestern South Carolina nonmetropolitan area,6,SC,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,25.0,0.570,0.38,,,50.38,"104,780",4.0,30.04,36.05,49.86,66.66,75.87,"62,480","74,990","103,700","138,650","157,810",,
4800001,Northwestern Region of Texas nonmetropolitan area,6,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,100,18.8,0.512,0.34,,,50.09,"104,190",7.6,29.50,41.95,48.55,57.35,71.26,"61,360","87,260","100,990","119,280","148,220",,
4800002,North Region of Texas nonmetropolitan area,6,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,110,14.1,0.396,0.26,,,42.51,"88,430",14.0,23.49,28.47,37.54,55.11,63.99,"48,870","59,220","78,090","114,620","133,100",,
4800003,Eastern Region of Texas nonmetropolitan area,6,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,21.8,0.778,0.51,,,41.74,"86,820",9.4,27.72,29.96,36.68,46.36,59.57,"57,650","62,310","76,280","96,440","123,910",,
4800004,Hill Country Region of Texas nonmetropolitan area,6,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,20.4,0.460,0.30,,,50.75,"105,550",7.2,25.00,37.75,48.24,63.05,76.51,"52,000","78,530","100,330","131,140","159,130",,
4800006,Coastal Plains Region of Texas nonmetropolitan area,6,TX,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,10.8,0.344,0.23,,,47.64,"99,090",6.3,31.68,38.12,47.49,52.86,61.52,"65,900","79,290","98,770","109,960","127,960",,
4900010,Wasatch Front Fringe Utah nonmetropolitan area,6,UT,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,28.4,0.552,0.36,,,53.57,"111,430",7.0,27.55,35.04,50.46,63.79,80.11,"57,310","72,890","104,970","132,690","166,630",,
4900011,High Desert Utah nonmetropolitan area,6,UT,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,18.8,0.681,0.45,,,40.05,"83,300",4.9,23.51,29.25,37.24,46.28,63.38,"48,890","60,840","77,460","96,260","131,830",,
5000002,Northern Vermont nonmetropolitan area,6,VT,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,13.9,0.570,0.38,,,51.68,"107,490",2.6,31.09,37.61,51.25,59.46,74.21,"64,670","78,230","106,610","123,680","154,350",,
5100003,Northeast Virginia nonmetropolitan area,6,VA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,19.2,0.717,0.47,,,47.89,"99,610",9.0,38.70,38.70,42.75,51.90,60.91,"80,500","80,500","88,920","107,960","126,690",,
5300007,Eastern Washington nonmetropolitan area,6,WA,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,30.1,0.282,0.19,,,*,*,*,*,*,*,*,*,*,*,*,*,*,,
5500002,Northeastern Wisconsin nonmetropolitan area,6,WI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,160,7.8,0.822,0.54,,,47.41,"98,620",1.8,33.77,37.37,47.10,50.52,61.90,"70,250","77,730","97,970","105,070","128,750",,
5500003,South Central Wisconsin nonmetropolitan area,6,WI,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,13.5,0.350,0.23,,,56.47,"117,450",18.5,31.90,38.16,45.11,76.13,102.74,"66,350","79,370","93,820","158,360","213,700",,
0800003,Northwest Colorado nonmetropolitan area,6,CO,000000,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,**,**,**,**,,,48.40,"100,670",3.7,28.07,34.38,50.34,55.35,73.89,"58,390","71,520","104,710","115,140","153,690",,
0100001,Northwest Alabama nonmetropolitan area,6,AL,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,280",3.3,19.028,0.89,,,29.51,"61,370",0.9,22.15,23.33,29.85,35.32,37.16,"46,070","48,520","62,080","73,460","77,290",,
0100002,Northeast Alabama nonmetropolitan area,6,AL,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"2,410",2.5,15.948,0.75,,,33.47,"69,620",1.0,24.09,27.47,32.60,37.12,40.35,"50,100","57,150","67,800","77,200","83,930",,
0100003,Southwest Alabama nonmetropolitan area,6,AL,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,000",3.3,15.538,0.73,,,32.45,"67,500",0.8,24.02,28.82,31.22,37.16,39.29,"49,960","59,950","64,930","77,300","81,730",,
0100004,Southeast Alabama nonmetropolitan area,6,AL,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,200",2.8,14.479,0.68,,,32.57,"67,740",0.8,24.97,28.42,31.37,36.19,39.83,"51,940","59,110","65,250","75,280","82,850",,
0200006,Alaska nonmetropolitan area,6,AK,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,730",3.4,16.226,0.76,,,52.88,"109,990",0.8,38.30,40.31,52.15,62.28,65.80,"79,670","83,840","108,470","129,540","136,860",,
0400001,Arizona nonmetropolitan area,6,AZ,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,680",1.2,17.623,0.83,,,44.88,"93,350",0.4,32.20,38.44,46.05,50.34,57.93,"66,970","79,950","95,780","104,710","120,500",,
0500001,North Arkansas nonmetropolitan area,6,AR,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"2,540",2.2,21.337,1.00,,,35.27,"73,360",0.6,26.33,31.19,35.19,38.06,43.98,"54,770","64,870","73,190","79,170","91,480",,
0500002,East Arkansas nonmetropolitan area,6,AR,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,990,2.6,14.480,0.68,,,34.48,"71,720",0.7,24.35,29.58,32.40,38.05,44.88,"50,650","61,530","67,390","79,150","93,350",,
0500003,West Arkansas nonmetropolitan area,6,AR,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,130",3.3,13.046,0.61,,,35.26,"73,340",0.7,24.84,30.07,34.45,38.78,45.94,"51,680","62,540","71,650","80,660","95,560",,
0500004,South Arkansas nonmetropolitan area,6,AR,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,840",2.8,15.397,0.72,,,35.75,"74,350",0.6,26.01,30.31,35.21,39.87,46.39,"54,100","63,050","73,230","82,930","96,500",,
0600003,North Coast Region of California nonmetropolitan area,6,CA,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,850",1.1,17.103,0.80,,,62.76,"130,550",0.5,46.33,50.57,62.38,75.47,80.11,"96,370","105,190","129,740","156,970","166,640",,
0600006,Eastern Sierra-Mother Lode Region of California nonmetropolitan area,6,CA,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,020",1.3,16.152,0.76,,,63.14,"131,330",0.5,48.26,52.34,64.72,74.98,79.80,"100,380","108,860","134,620","155,950","165,970",,
0600007,North Valley-Northern Mountains Region of California nonmetropolitan area,6,CA,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,470",1.2,13.955,0.66,,,63.57,"132,230",0.6,45.40,51.46,62.83,77.56,78.50,"94,420","107,050","130,680","161,320","163,280",,
0900001,Connecticut nonmetropolitan area,6,CT,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"1,320",2.8,19.950,0.94,,,45.65,"94,960",0.8,35.74,40.57,46.63,52.03,55.00,"74,330","84,380","96,980","108,220","114,400",,
1000005,Sussex Delaware nonmetropolitan area,6,DE,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,"2,260",1.9,24.379,1.15,,,46.22,"96,150",0.5,35.88,40.84,44.97,51.36,61.81,"74,620","84,950","93,540","106,820","128,570",,
